Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1648849,5-Jan-15,13-Nov-14,2964,1538935,0,519,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648849,SRX757976,3174399,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743124,SAMN03174399,simple,11676,Human immunodeficiency virus 1,8-272_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,F4908B57B1F2E676C46A04821B6FEBA1,E162C06D428E10BDE4B6A306AA6E2B5F
SRR1648850,5-Jan-15,13-Nov-14,2849,1405108,0,493,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648850,SRX757977,3174400,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743123,SAMN03174400,simple,11676,Human immunodeficiency virus 1,8-289_SC+3,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,F5076AADD16A140B887767A8C7F53F7D,EBA0047C91816D8C16022E460700AF70
SRR1648851,5-Jan-15,13-Nov-14,3686,1838488,0,498,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648851,SRX757978,3174401,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743122,SAMN03174401,simple,11676,Human immunodeficiency virus 1,9-316_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,AC85D0A099823B85073EB91686B64957,C4A253AB99F5D8040CD83C0C1566F7E4
SRR1648852,5-Jan-15,13-Nov-14,2939,1455685,0,495,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648852,SRX757979,3174402,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743126,SAMN03174402,simple,11676,Human immunodeficiency virus 1,9-321_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,AA1CAB6973A966EBE6BC286314012683,F8C3179BB663C91CD59BAC15E942DC78
SRR1648853,5-Jan-15,13-Nov-14,2083,1066357,0,511,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648853,SRX757980,3174403,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743127,SAMN03174403,simple,11676,Human immunodeficiency virus 1,9-327_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,4C6EBED3168E17C6C442B56922BF4A6F,CAA7E07A609DC14BB6DE2ECE5B084B3C
SRR1648654,5-Jan-15,13-Nov-14,3185,1627998,0,511,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648654,SRX757781,3174204,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742928,SAMN03174204,simple,11676,Human immunodeficiency virus 1,2-266_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,A577C2CB5DB8B9A13A0D0159D5DF7769,EE4D2CFDF5875CDE480CF14E2D3A5ADD
SRR1648655,5-Jan-15,13-Nov-14,3728,1887547,0,506,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648655,SRX757782,3174205,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742929,SAMN03174205,simple,11676,Human immunodeficiency virus 1,2-271_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,A70865160A920499580133EA22C4DC6F,36047EEBD49B7B07A1355F80A9C6275D
SRR1648656,5-Jan-15,13-Nov-14,2882,1469134,0,509,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648656,SRX757783,3174206,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742930,SAMN03174206,simple,11676,Human immunodeficiency virus 1,2-271_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,5864530F3DB52148F74269535C5DF4F7,2ADB66D58F2FC583EF1C0204C3FD0DEB
SRR1648657,5-Jan-15,13-Nov-14,3531,1812090,0,513,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648657,SRX757784,3174207,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742932,SAMN03174207,simple,11676,Human immunodeficiency virus 1,2-275_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,E6AFBDB33C791B0A43714206E6A4654C,DF9D0122D651038180C5132CA6329C64
SRR1648658,5-Jan-15,13-Nov-14,3213,1652104,0,514,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648658,SRX757785,3174208,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742931,SAMN03174208,simple,11676,Human immunodeficiency virus 1,2-275_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,53B52B63B82622FB52ED445655CEA704,05B3A81AECCF6559C0504B95DE4A5DCE
SRR1648659,5-Jan-15,13-Nov-14,3423,1722613,0,503,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648659,SRX757786,3174209,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742933,SAMN03174209,simple,11676,Human immunodeficiency virus 1,2-279_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,CCCBDBE0640727FDA7D007F76101DE20,90CCDB57D27727760BE05E2D700DA2EA
SRR1648660,5-Jan-15,13-Nov-14,3326,1678540,0,504,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648660,SRX757787,3174210,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742934,SAMN03174210,simple,11676,Human immunodeficiency virus 1,2-279_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,C8E41B06E84CE1C374A227C419E98542,C1625CA60161FFFD66A7785330E60BF4
SRR1648661,5-Jan-15,13-Nov-14,3335,1658188,0,497,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648661,SRX757788,3174211,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742935,SAMN03174211,simple,11676,Human immunodeficiency virus 1,2-283_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,1ACD4254C0BAE40B35043F8093F03E6B,C8B439AB93A75BC96E48E55C5B5AC2A3
SRR1648662,5-Jan-15,13-Nov-14,3075,1532286,0,498,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648662,SRX757789,3174212,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742936,SAMN03174212,simple,11676,Human immunodeficiency virus 1,2-283_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,061739F524AE1C1594547B5117C14C39,2C9BE710EBFB275C46931DD2A61775F6
SRR1648663,5-Jan-15,13-Nov-14,4031,2001163,0,496,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648663,SRX757790,3174213,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742937,SAMN03174213,simple,11676,Human immunodeficiency virus 1,2-287_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,481FC7AB3DF578304B5AC5076C214BC3,A73253ED746EF5C658444C6D70F2691D
SRR1648664,5-Jan-15,13-Nov-14,2849,1414331,0,496,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648664,SRX757791,3174214,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742938,SAMN03174214,simple,11676,Human immunodeficiency virus 1,2-287_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,D6E40886D30BD6AF76861AFFCA717414,6CB92F3D49029F950EA55FAEAA2AEAE0
SRR1648665,5-Jan-15,13-Nov-14,4174,2127726,0,509,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648665,SRX757792,3174215,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742940,SAMN03174215,simple,11676,Human immunodeficiency virus 1,2-291_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,7F60406FE988083752868BE7AD09AFE9,6C7E583BB6F7F567BDC09D22189C9813
SRR1648666,5-Jan-15,13-Nov-14,3214,1636414,0,509,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648666,SRX757793,3174216,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742939,SAMN03174216,simple,11676,Human immunodeficiency virus 1,2-291_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,BB2C1C4E1F84BA5D45A0948D1CC86560,9A9210DEC1DB1F70A5E94CA6EFC571EB
SRR1648667,5-Jan-15,13-Nov-14,3394,1694195,0,499,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648667,SRX757794,3174217,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742941,SAMN03174217,simple,11676,Human immunodeficiency virus 1,2-295_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,C0672E7548478D27872FC1855FC7E6FD,0934E3C29F3D29AC5605C3EE9E2DF404
SRR1648668,5-Jan-15,13-Nov-14,2464,1224337,0,496,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648668,SRX757795,3174218,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742942,SAMN03174218,simple,11676,Human immunodeficiency virus 1,2-295_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,1CC4EEB35A26E0FB12E3AEA97A30E233,A2DD0CCD6A64C3CD2D7D32CC81E833CF
SRR1648669,5-Jan-15,13-Nov-14,3167,1645597,0,519,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648669,SRX757796,3174219,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742943,SAMN03174219,simple,11676,Human immunodeficiency virus 1,2-299_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,EF1A706B64734837BA13710249178C1C,58C7B7D9D66ADC4D3BBFAA157D1AAE25
SRR1648670,5-Jan-15,13-Nov-14,3715,1833376,0,493,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648670,SRX757797,3174220,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742945,SAMN03174220,simple,11676,Human immunodeficiency virus 1,2-307_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,C55FE59C584F5756F3127089CECA8275,18D512299BCEAD82AD2C67B9CEC54DCA
SRR1648671,5-Jan-15,13-Nov-14,2999,1478699,0,493,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648671,SRX757798,3174221,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742944,SAMN03174221,simple,11676,Human immunodeficiency virus 1,2-307_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,2498FD383513EC643CB99C28EC4D3ED9,2CC5EAF27DE3C9A39E62A9FFAAC0D73B
SRR1648672,5-Jan-15,13-Nov-14,3740,1902328,0,508,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648672,SRX757799,3174222,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742946,SAMN03174222,simple,11676,Human immunodeficiency virus 1,2-316_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,AEDDB686EF70545F2457ADB798DC975B,684B02E3C7A7F941AE71A0C5D9DC8081
SRR1648673,5-Jan-15,13-Nov-14,2851,1452280,0,509,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648673,SRX757800,3174223,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742947,SAMN03174223,simple,11676,Human immunodeficiency virus 1,2-316_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,92C3A179FCC6730E4726CD979105E12E,00CA4093A49AAC51E8288761ABC6B272
SRR1648674,5-Jan-15,13-Nov-14,3811,1914503,0,502,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648674,SRX757801,3174224,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742948,SAMN03174224,simple,11676,Human immunodeficiency virus 1,2-321_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,EB69A0488E7AE37B417D0F837094505A,EBBEBB444EE4CB41C394AD84C47B9A58
SRR1648675,5-Jan-15,13-Nov-14,2969,1495598,0,503,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648675,SRX757802,3174225,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742949,SAMN03174225,simple,11676,Human immunodeficiency virus 1,2-321_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,BC34DD19B77D4F359650E73A14318508,9A08DFA5AD15AB3182198C76A2923938
SRR1648676,5-Jan-15,13-Nov-14,3904,1946652,0,498,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648676,SRX757803,3174226,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742950,SAMN03174226,simple,11676,Human immunodeficiency virus 1,2-326_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,9C5683FCE5C684D27280CC87D7BA4263,A977702E31026ECFE3E1896BF56C29C1
SRR1648677,5-Jan-15,13-Nov-14,7442,3708931,0,498,2,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648677,SRX757804,3174227,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742951,SAMN03174227,simple,11676,Human immunodeficiency virus 1,2-326_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,BE30721349B300F64CD085EB046D868A,0DCECC55F10700119E1BEE1935C98D48
SRR1648678,5-Jan-15,13-Nov-14,4064,2103329,0,517,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648678,SRX757805,3174228,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742953,SAMN03174228,simple,11676,Human immunodeficiency virus 1,2-331_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,D10FD7976983C67EEED264345AEA536C,5594FD8DC8A4F1AED482AF06C31D4EFE
SRR1648679,5-Jan-15,13-Nov-14,4058,2108112,0,519,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648679,SRX757806,3174229,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742955,SAMN03174229,simple,11676,Human immunodeficiency virus 1,2-331_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,70D6ED331234B930F257D5071B8EB336,F437CF86840AD2B5EC380C68C382C615
SRR1648680,5-Jan-15,13-Nov-14,641,324609,0,506,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648680,SRX757807,3174230,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742952,SAMN03174230,simple,11676,Human immunodeficiency virus 1,2-340_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,15B4BAA38701E5E78F2638291ED96BCD,986F1588A933B27DF37A745CBB703BD0
SRR1648681,5-Jan-15,13-Nov-14,2664,1346346,0,505,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648681,SRX757808,3174231,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742954,SAMN03174231,simple,11676,Human immunodeficiency virus 1,2-340_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,64D3FBAD560D7E33A18FE8FA7483292B,2D0922EFDA20EBD9B807A6F4DB5F1C48
SRR1648682,5-Jan-15,13-Nov-14,3741,1883638,0,503,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648682,SRX757809,3174232,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742957,SAMN03174232,simple,11676,Human immunodeficiency virus 1,2-365_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,D11145F611A99BEECE823C922F6410BC,FA332A753BAB13F304F4F11FF4522FF8
SRR1648683,5-Jan-15,13-Nov-14,3977,1994662,0,501,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648683,SRX757810,3174233,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742958,SAMN03174233,simple,11676,Human immunodeficiency virus 1,2-365_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,5D29A6C6036268CC167EFFA8855A289B,E1F2E480CF12394D4D2EB31B9538CF78
SRR1648684,5-Jan-15,13-Nov-14,2905,1504407,0,517,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648684,SRX757811,3174234,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742956,SAMN03174234,simple,11676,Human immunodeficiency virus 1,3-205_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,E6100C369EE28FC89222F5900DC3D346,45FAFA461D3F3682470065E41E62D47A
SRR1648685,5-Jan-15,13-Nov-14,2913,1505646,0,516,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648685,SRX757812,3174235,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742959,SAMN03174235,simple,11676,Human immunodeficiency virus 1,3-205_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,A3D047008E72CF210076C0418F00BA0A,2CA01D8026E9DD556182E922EEFD8FA4
SRR1648686,5-Jan-15,13-Nov-14,3764,1946088,0,517,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648686,SRX757813,3174236,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742960,SAMN03174236,simple,11676,Human immunodeficiency virus 1,3-209_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,78A9ECCA2DFEC7556D4CA9B231D23545,FD4C94E99252E8A2843322B1B5264B59
SRR1648687,5-Jan-15,13-Nov-14,3087,1582850,0,512,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648687,SRX757814,3174237,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742961,SAMN03174237,simple,11676,Human immunodeficiency virus 1,3-209_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,E61F852650AB6A81CB4273E30696709D,32133C2D51A253142624B6353D28AA5E
SRR1648688,5-Jan-15,13-Nov-14,3860,1950504,0,505,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648688,SRX757815,3174238,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742962,SAMN03174238,simple,11676,Human immunodeficiency virus 1,3-213_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,4747C02EBC5AC9BD67B2624DEDACC2E4,BC4BB3F9B113B9EAAD71722BDF9DCFCD
SRR1648689,5-Jan-15,13-Nov-14,3781,1910905,0,505,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648689,SRX757816,3174239,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742963,SAMN03174239,simple,11676,Human immunodeficiency virus 1,3-213_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,960EC8DC37F0A51134BBB2CC347F1223,426B01C613392F469A4C35F7512FF71D
SRR1648690,5-Jan-15,13-Nov-14,4019,2039084,0,507,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648690,SRX757817,3174240,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742965,SAMN03174240,simple,11676,Human immunodeficiency virus 1,3-217_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,DDD2A308506C7362CC7F01215C6B8121,A22392411BF3B45FF7FC56AD04356526
SRR1648691,5-Jan-15,13-Nov-14,2354,1190133,0,505,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648691,SRX757818,3174241,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742964,SAMN03174241,simple,11676,Human immunodeficiency virus 1,3-217_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,A00093D054F7AA782C6A1CFCE89DBC68,337474A23556498D720BAB80CED50A88
SRR1648692,5-Jan-15,13-Nov-14,3177,1598196,0,503,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648692,SRX757819,3174242,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742966,SAMN03174242,simple,11676,Human immunodeficiency virus 1,3-221_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,16D3BAAFFEE41EC7AF04EE8D2711C7B4,36480573C9ADA12AF60861A61CAFF9B5
SRR1648693,5-Jan-15,13-Nov-14,2991,1498033,0,500,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648693,SRX757820,3174243,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742967,SAMN03174243,simple,11676,Human immunodeficiency virus 1,3-221_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,C15FDB5183CADC7D3108954D40751B60,7C74395B3C6B586CEEEB03DB6905EAEC
SRR1648694,5-Jan-15,13-Nov-14,2767,1395587,0,504,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648694,SRX757821,3174244,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742968,SAMN03174244,simple,11676,Human immunodeficiency virus 1,3-225_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,1DEFB3E7B7B8EF8F02A5056230AE70DD,DA36EAA845BDFF228552FA3AB352F5FC
SRR1648695,5-Jan-15,13-Nov-14,3339,1683066,0,504,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648695,SRX757822,3174245,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742971,SAMN03174245,simple,11676,Human immunodeficiency virus 1,3-225_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,86F66B3F3ED2BBB098D4E97480B15E1F,4558129DBBE143FB22F244F7A3E55DB3
SRR1648696,5-Jan-15,13-Nov-14,2271,1117459,0,492,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648696,SRX757823,3174246,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742969,SAMN03174246,simple,11676,Human immunodeficiency virus 1,3-229_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,FC1D87A4F9F5FA5C90BEE12209486F9D,9A1688023EB99E730E6A5D5B8AE44C97
SRR1648697,5-Jan-15,13-Nov-14,2818,1388746,0,492,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648697,SRX757824,3174247,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742970,SAMN03174247,simple,11676,Human immunodeficiency virus 1,3-229_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,1867F0ECB2071003D872BDC2EF6AAC45,32CD7B82E26D1EA5C75A128F93829583
SRR1648698,5-Jan-15,13-Nov-14,3676,1852387,0,503,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648698,SRX757825,3174248,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742972,SAMN03174248,simple,11676,Human immunodeficiency virus 1,3-233_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,8B10F12DC3C4499107A6B2509B61D95D,DB8560EF3B686C3F5A92D56F22C768D5
SRR1648699,5-Jan-15,13-Nov-14,3246,1634669,0,503,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648699,SRX757826,3174249,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742974,SAMN03174249,simple,11676,Human immunodeficiency virus 1,3-233_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,CBCA1CD3616D478BE6A4D0F0B0701EC7,6F297A9EE06B09DFDD24F467D8B26F25
SRR1648700,5-Jan-15,13-Nov-14,3385,1714682,0,506,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648700,SRX757827,3174250,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742973,SAMN03174250,simple,11676,Human immunodeficiency virus 1,3-269_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,EF4BF2961840B3DA7596293BEDC316C0,0FD6ADC1A1FD2F356F9C472491D45F78
