Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1648797,5-Jan-15,13-Nov-14,2913,1479706,0,507,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648797,SRX757924,3174347,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743071,SAMN03174347,simple,11676,Human immunodeficiency virus 1,6-257_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,CD942C887F3B3D81E499F21FBEC6A098,10B3E3D9C25BB5B3BD0012F1549F1467
SRR1648798,5-Jan-15,13-Nov-14,2397,1217388,0,507,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648798,SRX757925,3174348,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743072,SAMN03174348,simple,11676,Human immunodeficiency virus 1,6-261_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,A58FDFDBC21E3623D49C0DCC7E644871,89A77C45DE76FC34CC92A08F8C41239B
SRR1648799,5-Jan-15,13-Nov-14,3526,1793000,0,508,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648799,SRX757926,3174349,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743073,SAMN03174349,simple,11676,Human immunodeficiency virus 1,6-261_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,6C358871755CE3D492B410C7EBE27115,991B058BB57BE89CA89480F258DD83A0
SRR1648800,5-Jan-15,13-Nov-14,2592,1279264,0,493,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648800,SRX757927,3174350,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743075,SAMN03174350,simple,11676,Human immunodeficiency virus 1,6-265_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,E8EAE924AE398BC0D6AEE53354AB9AE7,DD911F12F2081AEF5C2D3EA8F1347E4E
SRR1648801,5-Jan-15,13-Nov-14,2895,1429869,0,493,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648801,SRX757928,3174351,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743074,SAMN03174351,simple,11676,Human immunodeficiency virus 1,6-265_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,BD4E9E905F03E2AFC893F6A2AE545BE8,E86B5261B40F437BBFFA1A3712D9F986
SRR1648802,5-Jan-15,13-Nov-14,2857,1422004,0,497,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648802,SRX757929,3174352,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743076,SAMN03174352,simple,11676,Human immunodeficiency virus 1,6-275_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,F4069077DF0F4A454F1AC7B09775D7DE,A8C2A51B1272FEA9BF3E27AD21BA20AD
SRR1648803,5-Jan-15,13-Nov-14,3105,1553752,0,500,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648803,SRX757930,3174353,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743077,SAMN03174353,simple,11676,Human immunodeficiency virus 1,6-275_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,8771CCE8E91F1BFF8F0135BDD3B3E7EF,0D6F88CE20F34E58AE3DD795DAD4FFCD
SRR1648804,5-Jan-15,13-Nov-14,2616,1228984,0,469,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648804,SRX757931,3174354,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743078,SAMN03174354,simple,11676,Human immunodeficiency virus 1,6-279_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,3532F0DC6487634F37EFA618ED873858,0C14C8A12F52CCB40ABCF2B1CC571EA0
SRR1648805,5-Jan-15,13-Nov-14,3073,1457200,0,474,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648805,SRX757932,3174355,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743079,SAMN03174355,simple,11676,Human immunodeficiency virus 1,6-279_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,CCF13633A953EB57AD0C974108452F01,A2947251D21A17FFBD707D30D99C2EB1
SRR1648806,5-Jan-15,13-Nov-14,2161,1074677,0,497,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648806,SRX757933,3174356,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743080,SAMN03174356,simple,11676,Human immunodeficiency virus 1,6-283_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,DD758B3CD7DF3FD6CF12EA3E817E8D9F,E89F4DDE3A80301BDC255C145F9526CA
SRR1648807,5-Jan-15,13-Nov-14,2805,1393002,0,496,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648807,SRX757934,3174357,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743081,SAMN03174357,simple,11676,Human immunodeficiency virus 1,6-283_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,7F991357A7761CAE5578890C512BA8F7,4A1365E16E1A4CC788E2AB248CA57666
SRR1648808,5-Jan-15,13-Nov-14,2917,1442854,0,494,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648808,SRX757935,3174358,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743082,SAMN03174358,simple,11676,Human immunodeficiency virus 1,6-287_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,17BB4352F60ACADCAE11F4E8385D84D5,9EDCD37EE5530E28C17CBD1C05F6EFDB
SRR1648809,5-Jan-15,13-Nov-14,2916,1445416,0,495,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648809,SRX757936,3174359,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743083,SAMN03174359,simple,11676,Human immunodeficiency virus 1,6-287_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,8FE0A7E0A1F13060C09A425A3792CB30,EB5A3A0579B9E217541E4ED47D7DC2CF
SRR1648810,5-Jan-15,13-Nov-14,2337,1208461,0,517,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648810,SRX757937,3174360,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743085,SAMN03174360,simple,11676,Human immunodeficiency virus 1,6-291_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,84FC8FC4DB12BA520BE18F1F33024EAE,7DF9354272FF1AB30BCF71057D7066B8
SRR1648811,5-Jan-15,13-Nov-14,3581,1841923,0,514,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648811,SRX757938,3174361,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743084,SAMN03174361,simple,11676,Human immunodeficiency virus 1,6-291_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,39C7C5F1346AB2B14E4722006A187E83,5DB701BA5254DED5E974E9BDBE484A56
SRR1648812,5-Jan-15,13-Nov-14,2391,1236343,0,517,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648812,SRX757939,3174362,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743086,SAMN03174362,simple,11676,Human immunodeficiency virus 1,6-295_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,1A475FF81F0EDD0FE25BA7AFBDC4A8FA,4B565C6F09E6DCB3C8FABBC9296270C7
SRR1648813,5-Jan-15,13-Nov-14,3110,1599391,0,514,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648813,SRX757940,3174363,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743087,SAMN03174363,simple,11676,Human immunodeficiency virus 1,6-295_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,DF48343206B8D40EEA660D740397AA30,4D58DA3EB86D74A99941D08B8E8714AF
SRR1648814,5-Jan-15,13-Nov-14,2685,1415382,0,527,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648814,SRX757941,3174364,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743088,SAMN03174364,simple,11676,Human immunodeficiency virus 1,6-299_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,007BF2A54D949A489C4F4E87D286EA7F,7B67EDB6EA229DFB654F14143C194069
SRR1648815,5-Jan-15,13-Nov-14,2749,1437379,0,522,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648815,SRX757942,3174365,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743089,SAMN03174365,simple,11676,Human immunodeficiency virus 1,6-299_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,4EA0AF9137E6183C05E1510A1827E49D,92504728F13A655B4CF86787D7DEF3F7
SRR1648816,5-Jan-15,13-Nov-14,2479,1244393,0,501,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648816,SRX757943,3174366,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743090,SAMN03174366,simple,11676,Human immunodeficiency virus 1,6-303_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,6ACA8BFB063C6BE527B13C5C6BECB6C2,D57660E4DCFC2F11B3C09B556A748C08
SRR1648817,5-Jan-15,13-Nov-14,2636,1317862,0,499,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648817,SRX757944,3174367,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743091,SAMN03174367,simple,11676,Human immunodeficiency virus 1,6-303_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,694EF9B1955480DECE928C7B8E7F105A,DD5124F6B058A90704A712C56599333F
SRR1648818,5-Jan-15,13-Nov-14,3358,1649898,0,491,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648818,SRX757945,3174368,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743093,SAMN03174368,simple,11676,Human immunodeficiency virus 1,6-304_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,678E2C8C71816A3AF9FEE08EADE0A511,8C4769664715450C7757E261B9609ED7
SRR1648819,5-Jan-15,13-Nov-14,3157,1551916,0,491,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648819,SRX757946,3174369,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743095,SAMN03174369,simple,11676,Human immunodeficiency virus 1,6-304_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,7C0AD88D54FAA4F9ECA7522631BA8DB9,74D9D185E2A45308E2C495D168378025
SRR1648820,5-Jan-15,13-Nov-14,2699,1369949,0,507,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648820,SRX757947,3174370,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743094,SAMN03174370,simple,11676,Human immunodeficiency virus 1,6-307_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,C723ADA7844AB4BCFF210833CA827465,B0F72CC5CCD0CE6F092F1EA60510536B
SRR1648821,5-Jan-15,13-Nov-14,3413,1732824,0,507,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648821,SRX757948,3174371,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743092,SAMN03174371,simple,11676,Human immunodeficiency virus 1,6-307_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,AE8C316F71F9257487933ED349C24340,D5D3758609FBC3CB5FB62F1C938ABE3B
SRR1648822,5-Jan-15,13-Nov-14,3756,1878824,0,500,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648822,SRX757949,3174372,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743096,SAMN03174372,simple,11676,Human immunodeficiency virus 1,6-315_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,1249353F3DF15135D8C165D54BE89542,CF49A66A21CFFE72034030103DF77C1A
SRR1648823,5-Jan-15,13-Nov-14,3239,1613483,0,498,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648823,SRX757950,3174373,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743097,SAMN03174373,simple,11676,Human immunodeficiency virus 1,6-315_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,A65F52D7046811CE687896A85131308A,DE3A0AABA4043376D56733F470565F64
SRR1648824,5-Jan-15,13-Nov-14,3509,1757343,0,500,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648824,SRX757951,3174374,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743098,SAMN03174374,simple,11676,Human immunodeficiency virus 1,6-319_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,9D8498BF09BDF74E09670BD5AD67775C,880D262EDFC4A7DEFABB0B3337D9B147
SRR1648825,5-Jan-15,13-Nov-14,4793,2414394,0,503,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648825,SRX757952,3174375,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743099,SAMN03174375,simple,11676,Human immunodeficiency virus 1,6-319_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,99A478FC02E12BCFE9B554B793733845,53AAF4CD5BC3EA77CA0B32ACA24F6319
SRR1648826,5-Jan-15,13-Nov-14,3921,1959499,0,499,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648826,SRX757953,3174376,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743100,SAMN03174376,simple,11676,Human immunodeficiency virus 1,6-323_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,6D24221C1AB8EBE855BCD1E16E07BEA9,58DC034C610235D6F2562630669907AF
SRR1648827,5-Jan-15,13-Nov-14,4406,2198271,0,498,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648827,SRX757954,3174377,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743101,SAMN03174377,simple,11676,Human immunodeficiency virus 1,6-323_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,93850520F392A1B46F1467A6BAE6B758,36CA4D8091645D45D94B370283DF80D9
SRR1648828,5-Jan-15,13-Nov-14,3006,1497320,0,498,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648828,SRX757955,3174378,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743102,SAMN03174378,simple,11676,Human immunodeficiency virus 1,6-327_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,1CFE1FB1339A137CE7C227B9D0736CE3,3A95B790117389EEF9B2F81265C1BBD9
SRR1648829,5-Jan-15,13-Nov-14,3381,1683814,0,498,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648829,SRX757956,3174379,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743103,SAMN03174379,simple,11676,Human immunodeficiency virus 1,6-327_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,0C178CB6A3F79F50886B4A683793561A,F20732E6EB0D9D8F828A64FDDF5F00D9
SRR1648830,5-Jan-15,13-Nov-14,3582,1855971,0,518,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648830,SRX757957,3174380,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743104,SAMN03174380,simple,11676,Human immunodeficiency virus 1,6-356_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,6A26F2A64207799E91963212CD41357C,35C32C6968F812A41B2265336CB36866
SRR1648831,5-Jan-15,13-Nov-14,2952,1523190,0,515,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648831,SRX757958,3174381,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743105,SAMN03174381,simple,11676,Human immunodeficiency virus 1,6-356_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,8170CBD5698635F65DE3FDAC8A022B10,112326EEF698F6733A72E76D40FF054C
SRR1648832,5-Jan-15,13-Nov-14,3223,1656681,0,514,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648832,SRX757959,3174382,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743106,SAMN03174382,simple,11676,Human immunodeficiency virus 1,6-360_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,5DCB10000A5E1B79DB587A25CF7F9E8A,2245B99DC93C1D076CC837257AA11534
SRR1648833,5-Jan-15,13-Nov-14,3695,1893000,0,512,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648833,SRX757960,3174383,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743107,SAMN03174383,simple,11676,Human immunodeficiency virus 1,6-360_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,5F48850EC5E40F39B2B2FE82D4EE7658,A407E270869242DB2DC7C63E36578F4E
SRR1648834,5-Jan-15,13-Nov-14,1894,955296,0,504,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648834,SRX757961,3174384,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743108,SAMN03174384,simple,11676,Human immunodeficiency virus 1,7-249_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,8C3B1B78DABE09CB8E23880BDF9DDBE0,A4776D815C47E054BC1F8BFE1B205145
SRR1648835,5-Jan-15,13-Nov-14,2948,1486313,0,504,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648835,SRX757962,3174385,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743109,SAMN03174385,simple,11676,Human immunodeficiency virus 1,7-249_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,A7BBA849A4A59B05B158481C53E4DDF3,19A8CC2A269264FA9EE9CE548C3F5F95
SRR1648836,5-Jan-15,13-Nov-14,3832,1933734,0,504,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648836,SRX757963,3174386,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743110,SAMN03174386,simple,11676,Human immunodeficiency virus 1,7-315_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,ABC6CF4D5AF5EAC8747B3583DA2302F8,CE1B501AEBE4F9AED890B9256E9F13C1
SRR1648837,5-Jan-15,13-Nov-14,2800,1415392,0,505,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648837,SRX757964,3174387,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743111,SAMN03174387,simple,11676,Human immunodeficiency virus 1,7-315_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,F6F8BEC2F89F8336796DE7B872D44D20,1FB59FFFA281F45DDC6E05266C56226C
SRR1648838,5-Jan-15,13-Nov-14,3591,1766284,0,491,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648838,SRX757965,3174388,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743112,SAMN03174388,simple,11676,Human immunodeficiency virus 1,7-327_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,57AC0E68770F4F27A87D284BD358DE0B,D61CE7BBEF9794A70ED12196AE8B428B
SRR1648839,5-Jan-15,13-Nov-14,2957,1458366,0,493,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648839,SRX757966,3174389,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743114,SAMN03174389,simple,11676,Human immunodeficiency virus 1,7-327_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,34E65CEBFC93A82618725D0071FE8C07,267D840188617417D6051D613E4A93AA
SRR1648840,5-Jan-15,13-Nov-14,3772,1883508,0,499,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648840,SRX757967,3174390,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743113,SAMN03174390,simple,11676,Human immunodeficiency virus 1,8-217_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,CE049D9EDAE1E9F0F2D3B138737D760C,F817339FCDF95B06092B45EAA20E4297
SRR1648841,5-Jan-15,13-Nov-14,4257,2117077,0,497,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648841,SRX757968,3174391,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743115,SAMN03174391,simple,11676,Human immunodeficiency virus 1,8-217_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,AB7BFEBC4DC8268C46B7AA48C79540A6,7A85832377CB05D620D3AAABBD5EFF5D
SRR1648842,5-Jan-15,13-Nov-14,4026,2039695,0,506,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648842,SRX757969,3174392,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743116,SAMN03174392,simple,11676,Human immunodeficiency virus 1,8-254_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,54EC57BFD05971ACB40E29AE1E00FC7D,CCEDB0FFF5DEDBF275E3576BEB83915F
SRR1648843,5-Jan-15,13-Nov-14,3388,1704713,0,503,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648843,SRX757970,3174393,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743118,SAMN03174393,simple,11676,Human immunodeficiency virus 1,8-254_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,5C51AF7D377CE667655B5BE762ACB5D7,C61411616FCB51ACC94EAC5E6C11ACAC
SRR1648844,5-Jan-15,13-Nov-14,2704,1363631,0,504,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648844,SRX757971,3174394,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743117,SAMN03174394,simple,11676,Human immunodeficiency virus 1,8-258_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,85A063F7E784711CA02046F75552C203,D0572ED04F21FDE73522C6A31DDF1460
SRR1648845,5-Jan-15,13-Nov-14,3135,1579196,0,503,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648845,SRX757972,3174395,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743120,SAMN03174395,simple,11676,Human immunodeficiency virus 1,8-258_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,47CDC3946E7F739BE46D905332EF3CB9,4424104C8A6E38469CED78D6F7A4B2A4
SRR1648846,5-Jan-15,13-Nov-14,3265,1675883,0,513,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648846,SRX757973,3174396,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743119,SAMN03174396,simple,11676,Human immunodeficiency virus 1,8-267_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,B637F1399C21F8BFD74D9215EB68D35C,9404E743F9652C33CA51432169F9D3C6
SRR1648847,5-Jan-15,13-Nov-14,3351,1719952,0,513,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648847,SRX757974,3174397,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743121,SAMN03174397,simple,11676,Human immunodeficiency virus 1,8-267_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,64B10BD9315319DB67C668F3B36D9D8C,A2968302CED8AC2C404E6D5D8F9C5F54
SRR1648848,5-Jan-15,13-Nov-14,3145,1621538,0,515,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648848,SRX757975,3174398,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743125,SAMN03174398,simple,11676,Human immunodeficiency virus 1,8-272_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,3A4156AD1D42DB12D10DD8E3E4B82750,6E7061E6C62641678C46A7FF83A3C2DB
